423	1	1
424	1	1
425	6	c
426	6	c
427	6	c
428	6	c
429	6	c
430	6	c
431	6	c
432	1	1
433	6	1
434	7	1
435	1	
436	1	1
437	1	1
438	1	1
439	1	1
440	1	1
441	1	1
442	1	1
443	1	1
444	1	1
445	1	1
446	1	1
447	0	
448	0	
449	1	1
450	2	1
451	1	1
452	1	1
453	0	
454	1	1
455	1	1
456	1	1
457	6	1
458	2	
459	1	1
460	1	1
461	2	1
462	1	1
463	2	1
464	1	1
465	6	1
466	4	c
467	1	1
468	2	1
469	2	1
470	2	1
471	5	
472	4	c
473	1
474	1	1
475	3	
476	0	1
477	1	1
478	4	c
479	6	1
480	4	c
481	2	1
482	2	1
483	6	1
484	1	1
485	0	
486	4	c
487	1	
488	0	
489	2	
490	0	
491	0	
492	0	
493	0	
494	0	
495	0	
496	0	
497	3	
498	3	
499	0	
500	0	
501	4	
502	0	
503	0	
504	0	
505	2	
506	0	
507	0	
508	0	
509	0	
510	0	
511	2	0
512	0   0
513	0	0
514	0	0
515	4	1
516	1	1
517	2	1
518	2	1
519	2	1
520	2	1
521	2	1
522	2	1
523	2	1
524	3	1
525	0	
526	1	
527	6	c
528	6	c
529	6	c
530	6	c
531	6	c
532	6	c
533	6	c
534	6	c
535	6	c
536	6	c
537	6	c
538	6	c
539	6	c
540	6	c
541	6	c
542	6	c
543	6	c
544	6	c
545	6	c
546	6	c
547	6	c
548	6	c
549	6	c
550	6	c
551	6	c
552	6	c
553	2	1
554	2	1
555	2	1
556	2	1
557	2	1
558	2	1
559	2	1
560	2	1
561	2	1
562	0	
563	0	
564	0	
565	0	
566	0	
567	0	
568	0	
569	0	
570	0	
571	0	
572	0	
573	0	
574	4	
575	0	
